"RatingPeriod","UserID","Username","GlobalRank","PP","RME","RMERanking","Location","RegistrationDate","Games"
2023-01-01,7439525,"-BlazingFart-",19128,7462.23,1459.16541336415,686,"Vietnam","2015-11-20 06:29:12+00:00",2
2023-01-01,11612720,"glyph nyan osu",2959,10601.8,1458.9863278813,687,"United States","2018-01-25 00:31:40+00:00",8
2023-01-01,16705116,"Xation",86004,4999.34,1458.38096524925,688,"Malaysia","2020-04-12 17:05:22+00:00",13
2023-01-01,14156003,"PoduHaKyn",26446,6934.12,1457.6586536201,689,"Russian Federation","2019-03-24 20:08:33+00:00",2
2023-01-01,10996667,"Adam40505",23673,7115.23,1457.45321391304,690,"South Africa","2017-10-13 18:16:46+00:00",2
2023-01-01,16557587,"Annaki",24801,7039.31,1457.43664687083,691,"United Kingdom","2020-03-30 19:53:53+00:00",7
2023-01-01,17311699,"Random_cet",40621,6232.01,1457.29176118849,692,"Finland","2020-06-07 04:12:48+00:00",9
2023-01-01,14492815,"Nikko1502",15359,7831.82,1456.97178250057,693,"Poland","2019-05-17 19:49:48+00:00",4
2023-01-01,12223059,"Plugin",33974,6524.75,1456.81368662374,694,"Vietnam","2018-05-06 13:56:12+00:00",5
2023-01-01,6386735,"RevengeWolf",4728,9811.75,1455.66319940878,695,"Hong Kong","2015-04-29 06:58:47+00:00",9
2023-01-01,19132590,"tjukas",40075,6254.97,1455.59941043456,696,"Denmark","2020-10-31 19:38:45+00:00",4
2023-01-01,9504197,"Lycore",22306,7212.08,1455.46601229086,697,"Malaysia","2017-01-01 13:27:06+00:00",16
2023-01-01,10474988,"Mashima Himeko",6442,9283.05,1454.95803717344,698,"Indonesia","2017-07-08 17:06:19+00:00",5
2023-01-01,30678014,"MyAngelChicony",373458,2345.51,1454.85576244604,699,"Russian Federation","2022-07-13 16:37:45+00:00",4
2023-01-01,13571846,"Yukina Minato",2098,11226.8,1452.43135014395,700,"United Kingdom","2018-12-13 08:54:26+00:00",2
2023-01-01,13368273,"Wozu",26374,6938.73,1452.37888178128,701,"United States","2018-11-04 15:22:13+00:00",2
2023-01-01,3860334,"mikerex",200527,3481.18,1451.37589011728,702,"Argentina","2014-01-11 22:46:55+00:00",3
2023-01-01,11863174,"Frostleaf",13180,8089.67,1451.17472851779,703,"Vietnam","2018-03-07 01:54:45+00:00",6
2023-01-01,11760440,"-benzo",5215,9647.05,1451.00563028106,704,"Germany","2018-02-17 13:11:41+00:00",11
2023-01-01,9754897,"xUnk-n-own",109401,4595.69,1450.42150261496,705,"Argentina","2017-02-17 03:50:34+00:00",5
2023-01-01,12538697,"Lenny-",35779,6440.99,1448.55958268512,706,"United States","2018-06-25 11:51:42+00:00",2
2023-01-01,19788726,"D4ne_X",25707,6979.24,1448.19312961391,707,"Czechia","2020-12-11 11:01:33+00:00",5
2023-01-01,7009485,"BadAimBoi",1940,11365.8,1447.93358175768,708,"Poland","2015-08-29 14:51:42+00:00",5
2023-01-01,6286661,"Aya Maruyama",26672,6921.77,1447.87731941753,709,"Russian Federation","2015-04-07 14:50:34+00:00",3
2023-01-01,18638618,"roller",16553,7701.57,1447.33161511462,710,"Canada","2020-09-23 23:19:04+00:00",2
2023-01-01,18224888,"Clash of Clans",5028,9708.27,1447.24663728115,711,"Hong Kong","2020-08-24 07:39:23+00:00",9
2023-01-01,18131614,"polski1",1960,11338.4,1446.19854229977,712,"United Kingdom","2020-08-17 05:20:58+00:00",5
2023-01-01,22232975,"BsTT",27355,6880.16,1445.29842245398,713,"United States","2021-03-29 03:55:58+00:00",5
2023-01-01,13929161,"svaysvay",41523,6196.49,1444.71447681704,714,"Germany","2019-02-13 14:42:47+00:00",4
2023-01-01,22420629,"chloescent",41190,6209.88,1444.36997514395,715,"United Kingdom","2021-04-04 16:12:52+00:00",2
2023-01-01,14223852,"iceGOD",61540,5550.76,1443.89334220643,716,"Portugal","2019-04-06 09:49:48+00:00",5
2023-01-01,15451297,"Shi",48806,5934.32,1443.50700295864,717,"United Kingdom","2019-10-30 18:50:51+00:00",3
2023-01-01,4525240,"Gumpy",71037,5317.44,1442.81754222788,718,"Norway","2014-06-14 09:38:55+00:00",2
2023-01-01,12192216,"MonsieurVentox",22168,7221.52,1441.21312095645,719,"Germany","2018-05-01 08:46:47+00:00",12
2023-01-01,6489819,"-Kusakabe-",11914,8255.73,1440.97484456967,720,"Vietnam","2015-05-20 03:17:18+00:00",6
2023-01-01,9685975,"Okayu ASMR",71534,5306.82,1440.73582546635,721,"United States","2017-02-04 06:38:08+00:00",22
2023-01-01,13402768,"Halffive",182273,3656.13,1440.38982762225,722,"United States","2018-11-11 05:08:31+00:00",4
2023-01-01,9569443,"Fuwarin",92318,4882.89,1439.90507222363,723,"Kazakhstan","2017-01-13 08:57:14+00:00",12
2023-01-01,17285852,"chirumiru",69323,5357.19,1439.60088753996,724,"Poland","2020-06-04 20:26:18+00:00",3
2023-01-01,20651295,"Angel Devil",28534,6810.86,1436.4084156462,725,"United States","2021-01-28 08:40:35+00:00",6
2023-01-01,15643336,"KimikaTachibana",56751,5685.53,1435.94408088782,726,"Estonia","2019-11-28 12:42:34+00:00",3
2023-01-01,13332111,"das12344321",58427,5636.47,1435.31084470263,727,"Poland","2018-10-28 18:19:54+00:00",4
2023-01-01,12834207,"Cartoonknight",25669,6982.24,1435.2170402706,728,"United States","2018-08-09 18:49:03+00:00",4
2023-01-01,9468744,"rixope",7007,9124.2,1434.36020207151,729,"Austria","2016-12-25 11:26:16+00:00",10
2023-01-01,8186536,"Meow_Son",14353,7942.79,1432.20156953865,730,"Taiwan","2016-04-01 23:51:12+00:00",9
2023-01-01,8266808,"[Boy]DaLat",2459,10925.2,1431.12679487912,731,"Vietnam","2016-04-16 14:48:20+00:00",9
2023-01-01,12849730,"Miinn_",3581,10284.3,1430.23769885251,732,"Vietnam","2018-08-11 04:44:18+00:00",9
2023-01-01,23666457,"Eleiko",47283,5985.8,1426.5408997092,733,"Singapore","2021-05-26 02:54:48+00:00",3
2023-01-01,20133312,"WallRuss",50438,5878.87,1424.56710422855,734,"Indonesia","2020-12-31 19:22:35+00:00",4
2023-01-01,19651073,"Pinwii",59462,5606.89,1423.88656342535,735,"Colombia","2020-12-02 23:29:57+00:00",5
2023-01-01,11332703,"PoSharTo",9490,8617.06,1423.84173262396,736,"Ireland","2017-12-13 17:27:21+00:00",5
2023-01-01,14913109,"Fgam3r",77836,5167.81,1422.14717770794,737,"Netherlands","2019-07-31 16:08:38+00:00",7
2023-01-01,17709282,"-Toketsu",3109,10518.9,1421.77122142746,738,"Austria","2020-07-13 06:39:11+00:00",10
2023-01-01,24442298,"niksx",13287,8076.34,1420.97721955247,739,"Malaysia","2021-07-03 23:43:15+00:00",16
2023-01-01,2905026,"The_Last_Noise",28843,6792.76,1420.90307187154,740,"Taiwan","2013-07-04 09:56:21+00:00",4
2023-01-01,16587039,"IFierz",105350,4659.38,1418.97212358764,741,"Indonesia","2020-04-02 14:01:05+00:00",5
2023-01-01,10336501,"Jan119",10885,8409.14,1413.96671374258,742,"Germany","2017-06-10 19:34:07+00:00",9
2023-01-01,27034705,"Shar7ak",1273198,587.007,1412.14552456013,743,"Belarus","2021-11-06 13:57:24+00:00",3
2023-01-01,19410017,"cough fart",28914,6788.72,1410.12343876146,744,"United States","2020-11-18 01:50:00+00:00",9
2023-01-01,10523453,"Rubikson",13943,7999.32,1406.38838334639,745,"Hong Kong","2017-07-18 15:47:41+00:00",9
2023-01-01,11307733,"nemroz",412,14208.9,1405.42063626641,746,"United States","2017-12-09 13:23:39+00:00",8
2023-01-01,12876492,"chimkun",8641,8767.52,1402.23873447232,747,"Vietnam","2018-08-13 13:20:20+00:00",6
2023-01-01,4266157,"Sosios",42639,6154.07,1400.22599249219,748,"France","2014-04-15 10:19:20+00:00",4
2023-01-01,7924976,"Futoracle",41826,6185,1397.99527539312,749,"Vietnam","2016-02-12 13:10:11+00:00",10
2023-01-01,16725953,"NHaiAnh07",16240,7733.54,1396.01321149567,750,"Vietnam","2020-04-14 13:29:17+00:00",15
2023-01-01,17950866,"Kreo Lzz",10791,8420.36,1393.61430048224,751,"Chile","2020-08-02 19:53:26+00:00",7
2023-01-01,19035308,"SorrowUWAA",16456,7710.21,1387.2821062413,752,"Vietnam","2020-10-25 11:53:40+00:00",18
2023-01-01,15375919,"Law__",36999,6385.19,1386.76226819407,753,"Malaysia","2019-10-18 04:37:54+00:00",16
2023-01-01,16212851,"JustMango",7887,8924.71,1384.86186695602,754,"Vietnam","2020-02-17 01:21:04+00:00",9
2023-01-01,19932256,"D1vel",39454,6281.16,1384.7591694965,755,"Russian Federation","2020-12-19 21:30:41+00:00",4
2023-01-01,17807335,"Vac4ncy",64937,5463.35,1384.71749386537,756,"Indonesia","2020-07-21 19:30:51+00:00",4
2023-01-01,11184264,"Applett",898,12774.3,1384.03061538963,757,"Australia","2017-11-18 08:12:45+00:00",4
2023-01-01,14977332,"CENSOLED",33155,6565.18,1379.11904509927,758,"Japan","2019-08-12 09:43:04+00:00",9
2023-01-01,11901115,"R E S O L V E D",17911,7570.41,1377.33306701909,759,"Vietnam","2018-03-13 02:35:41+00:00",21
2023-01-01,12446486,"Kereminho",28939,6787.64,1374.16963486107,760,"Germany","2018-06-10 13:36:36+00:00",9
2023-01-01,12139352,"NeoPixel201",6564,9247.58,1372.38146889992,761,"United Kingdom","2018-04-22 17:27:36+00:00",13
2023-01-01,13600612,"Its not Marvin",48003,5961.73,1369.14560865204,762,"Malaysia","2018-12-18 08:45:23+00:00",17
2023-01-01,13126698,"Pingu uwu",20383,7359.66,1368.85201361929,763,"Vietnam","2018-09-21 09:26:38+00:00",10
2023-01-01,13935409,"Hardstcukc",4007,10107.3,1367.5589916228,764,"France","2019-02-14 11:12:36+00:00",10
2023-01-01,20748423,"Kirnwa",34044,6521.23,1364.02049175856,765,"Vietnam","2021-02-01 12:48:03+00:00",9
2023-01-01,19026367,"Cossin",1667,11633.6,1357.21073899452,766,"Poland","2020-10-24 20:38:44+00:00",5
2023-01-01,11225861,"-pek",26906,6907.82,1355.72847071854,767,"Vietnam","2017-11-25 09:05:54+00:00",11
2023-01-01,16465883,"oranz21",10804,8416.95,1355.30516637061,768,"Vietnam","2020-03-21 13:54:27+00:00",18
2023-01-01,4991273,"Chheng",1938,11367.5,1350.61384381664,769,"United States","2014-10-01 02:39:18+00:00",10
2023-01-01,17310248,"Jordan Farmar",5927,9429.76,1349.6732865624,770,"Canada","2020-06-07 00:28:20+00:00",6
2023-01-01,14411486,"[Fubuki]",58125,5644.86,1349.53298255142,771,"Malaysia","2019-05-06 04:46:20+00:00",16
2023-01-01,7668033,"Salt-unoki",18217,7541.77,1348.69610420794,772,"Vietnam","2015-12-31 07:33:07+00:00",18
2023-01-01,14030918,"i luv Nadeshiko",79734,5126.02,1344.7100777232,773,"Vietnam","2019-03-03 07:24:11+00:00",11
2023-01-01,9587896,"SIay",18358,7529.34,1341.04922571337,774,"Vietnam","2017-01-16 12:57:17+00:00",8
2023-01-01,17865200,"Sayuuu_",5163,9660.79,1340.98648844851,775,"Hong Kong","2020-07-26 20:08:23+00:00",10
2023-01-01,2214422,"1chimaru",18816,7489.72,1340.90303648221,776,"Malaysia","2012-12-25 18:52:21+00:00",16
2023-01-01,10722794,"Inquisitives",1613,11695.9,1338.26580016725,777,"Singapore","2017-08-24 11:45:21+00:00",7
2023-01-01,11502817,"Predatoe",28518,6812.61,1327.31887841937,778,"United Kingdom","2018-01-07 20:08:26+00:00",13
2023-01-01,12869672,"MDW",18392,7525.8,1327.09306567215,779,"Germany","2018-08-12 19:07:13+00:00",22
2023-01-01,12635653,"- Hanairo -",54578,5747.86,1326.30376273649,780,"Vietnam","2018-07-11 15:12:05+00:00",9
2023-01-01,12387359,"Legitted",4562,9867.97,1325.41840494535,781,"Hong Kong","2018-06-02 06:08:17+00:00",9
2023-01-01,14065788,"PolKet",51745,5835.52,1321.36625287127,782,"Vietnam","2019-03-09 11:18:39+00:00",22
2023-01-01,7662077,"KazutoGGO",21408,7279.44,1312.54735336111,783,"Vietnam","2015-12-30 08:08:16+00:00",9
2023-01-01,15873129,"Outmod",61305,5556.81,1305.3237045648,784,"United Kingdom","2019-12-30 01:10:48+00:00",15
2023-01-01,19595188,"Rayydex",39383,6283.69,1300.5419881541,785,"Germany","2020-11-29 12:32:12+00:00",11
2023-01-01,19564769,"HeyaFriend_",5817,9463.26,1294.07098422268,786,"United Kingdom","2020-11-27 17:06:35+00:00",10
2023-01-01,13876510,"NirtroR",10098,8524.53,1292.60646198214,787,"Japan","2019-02-03 05:39:51+00:00",9
2023-01-01,10332811,"ByeDreamZ",8378,8819.57,1290.64184215867,788,"Germany","2017-06-10 05:22:06+00:00",20
2023-01-01,12351533,"HosizoraN",11112,8372.36,1287.06665322548,789,"Vietnam","2018-05-28 07:22:58+00:00",16
2023-01-01,3999924,"ManzMalaya",63088,5509.69,1286.94813253383,790,"Malaysia","2014-02-11 15:29:49+00:00",16
2023-01-01,1846894,"Jin32",32588,6593.87,1286.87540227383,791,"Germany","2012-08-16 14:32:20+00:00",11
2023-01-01,19662107,"Tiffancy",14037,7988.24,1285.1930715116,792,"Germany","2020-12-03 16:35:38+00:00",12
2023-01-01,15652056,"Rezza_",176258,3719.29,1285.12572181583,793,"United Kingdom","2019-11-29 18:13:05+00:00",8
2023-01-01,16274214,"[kaz]",57668,5657.68,1278.00187332751,794,"Germany","2020-02-25 20:48:35+00:00",9
2023-01-01,20608807,"RADzz12",37406,6366.17,1270.61294859664,795,"Malaysia","2021-01-26 13:17:06+00:00",16
2023-01-01,11938718,"Meowy_KL",26909,6908.59,1256.07234591135,796,"Malaysia","2018-03-19 13:24:01+00:00",16
2023-01-01,9931217,"- Fubukiii",11934,8252.53,1244.68723798867,797,"Vietnam","2017-03-21 15:59:16+00:00",18
2023-01-01,21939379,"ngocduy810",67322,5405.14,1241.10020164972,798,"Vietnam","2021-03-19 23:24:42+00:00",18
2023-01-01,29460766,"TheGlobalLegend",12122,8227,1237.68667487095,799,"United Kingdom","2022-04-03 10:04:12+00:00",15
2023-01-01,17958161,"GTR-R34",122318,4400.18,1237.10086923775,800,"Germany","2020-08-03 11:42:33+00:00",10
2023-01-01,14607058,"FlameOnMe",42962,6142.73,1203.80620396948,801,"Japan","2019-06-05 11:31:16+00:00",18
2023-01-01,12086495,"Rumah",113098,4537.54,1189.6710191496,802,"Malaysia","2018-04-14 05:36:34+00:00",16
