"RatingPeriod","UserID","Username","GlobalRank","PP","RME","RMERanking","Location","RegistrationDate","Games"
2023-01-01,17241883,"ExiaXD",24502,7060.66,1520.64106396365,229,"Canada","2020-05-31 21:24:45+00:00",4
2023-01-01,7351448,"fedotoff",2113,11215.3,1520.62868299421,230,"Russian Federation","2015-11-01 17:17:50+00:00",1
2023-01-01,12324616,"Pristine",14868,7885.64,1520.50440037658,231,"United States","2018-05-24 02:48:16+00:00",1
2023-01-01,9735548,"fixca",29526,6754.09,1520.21167316024,232,"South Korea","2017-02-13 07:10:05+00:00",1
2023-01-01,1285637,"Shiina Noriko",3093,10526,1520.01306836461,233,"Taiwan","2011-12-24 17:33:00+00:00",1
2023-01-01,11011448,"Andrey94",102219,4710.52,1520,234,"Russian Federation","2017-10-16 07:52:34+00:00",1
2023-01-01,19118758,"Krzempek_Pasta",56723,5686.28,1519.97795833014,235,"Poland","2020-10-30 23:04:07+00:00",5
2023-01-01,3256745,"Netizz",2692,10760.2,1519.95002805296,236,"Portugal","2013-09-08 13:47:11+00:00",1
2023-01-01,1274798,"MoNaMiC",11410,8325.58,1519.73951753557,237,"South Korea","2011-12-19 07:37:48+00:00",2
2023-01-01,8401053,"Tangela Merkel",6470,9277.12,1519.54894096342,238,"Germany","2016-05-14 17:07:34+00:00",1
2023-01-01,10907826,"Astravan",14963,7872.27,1519.41176470588,239,"Portugal","2017-09-26 18:56:28+00:00",1
2023-01-01,14146602,"zSidd",58782,5626.06,1519.38632964088,240,"Philippines","2019-03-23 12:36:06+00:00",1
2023-01-01,18766704,"Shion Yorigami",185539,3623.51,1519.28149672511,241,"Philippines","2020-10-04 03:40:56+00:00",1
2023-01-01,15745271,"N4me",11235,8352.79,1519.26843280985,242,"Argentina","2019-12-12 19:57:36+00:00",1
2023-01-01,6399568,"YokesPai",2372,11001.6,1519.08979222788,243,"Norway","2015-05-01 20:03:11+00:00",2
2023-01-01,9532453,"Sunakaze",39351,6285.35,1519.0669206648,244,"Japan","2017-01-06 04:07:23+00:00",4
2023-01-01,9505673,"crissof",15390,7827.88,1519.05678454588,245,"Poland","2017-01-01 18:00:47+00:00",2
2023-01-01,13778217,"DIEWAY0123",71685,5302.95,1519.00977519515,246,"Taiwan","2019-01-17 08:58:44+00:00",1
2023-01-01,7403461,"ArFunG",4859,9765.51,1518.62476811301,247,"Hong Kong","2015-11-12 14:21:12+00:00",9
2023-01-01,15086625,"Antolions",19693,7415.69,1518.48916720779,248,"Russian Federation","2019-08-29 09:50:29+00:00",1
2023-01-01,14388839,"GabberSS",8874,8725.36,1518.18632964088,249,"Philippines","2019-05-03 02:39:10+00:00",1
2023-01-01,14309415,"Lexic",16643,7692.28,1518.16398651527,250,"Canada","2019-04-20 02:03:50+00:00",1
2023-01-01,4420014,"Elcheer",11360,8335.21,1518.14620613579,251,"United States","2014-05-21 01:55:33+00:00",1
2023-01-01,24270105,"-lion",1048,12495.5,1518.1349519025,252,"Germany","2021-06-25 14:21:05+00:00",1
2023-01-01,8909292,"electimon",8199,8859.42,1518.05921170355,253,"United States","2016-08-26 20:01:29+00:00",5
2023-01-01,3339073,"- kouyuu -",10522,8461.56,1518.04894096342,254,"Hong Kong","2013-09-25 13:35:06+00:00",1
2023-01-01,8923608,"2 and eight",2005,11301.5,1518.01383572736,255,"Philippines","2016-08-29 13:25:51+00:00",1
2023-01-01,2522197,"DuNai",3685,10235.8,1518.01306836461,256,"China","2013-04-07 15:38:55+00:00",1
2023-01-01,15441612,"Th1",7353,9047.75,1518,257,"Germany","2019-10-29 01:50:36+00:00",1
2023-01-01,19161909,"ERA Rhythm",10326,8491.53,1517.96167316024,258,"Netherlands","2020-11-02 18:57:35+00:00",1
2023-01-01,18359137,"KnightBot23",22580,7193.48,1517.90320697868,259,"Philippines","2020-09-03 04:06:56+00:00",2
2023-01-01,11443437,"[Karcher]",42,18681.9,1517.88893693805,260,"South Korea","2017-12-30 12:12:53+00:00",1
2023-01-01,10157694,"-felicia",5231,9642.16,1517.88794641098,261,"Brazil","2017-05-05 18:09:42+00:00",1
2023-01-01,13335554,"YankeeSnow213",16475,7708.57,1517.69485072871,262,"Malaysia","2018-10-29 12:41:28+00:00",16
2023-01-01,5009715,"Doga",1221,12241.4,1517.50795302701,263,"United States","2014-10-05 05:03:37+00:00",2
2023-01-01,16679145,"uragirarete",11185,8361.46,1517.48686547645,264,"United States","2020-04-10 12:09:28+00:00",1
2023-01-01,4039647,"SkyArrow",5033,9706.43,1517.36162603575,265,"Vietnam","2014-02-19 12:31:32+00:00",9
2023-01-01,13590024,"[Ryze]",20812,7324.88,1517.31399767829,266,"Malaysia","2018-12-16 11:10:58+00:00",13
2023-01-01,17293204,"phyllis_uwu",47071,5993.59,1517.21167316024,267,"Hong Kong","2020-06-05 13:36:28+00:00",1
2023-01-01,13714351,"Mikelito069",8399,8816.78,1517.125575667,268,"Argentina","2019-01-06 04:22:38+00:00",1
2023-01-01,6420308,"Light135",40292,6246.54,1517.02226586952,269,"Russian Federation","2015-05-05 18:21:52+00:00",3
2023-01-01,14454744,"Lollicornzi",101956,4715.12,1516.86168786724,270,"Malaysia","2019-05-12 05:49:13+00:00",14
2023-01-01,25306176,"owoMaxx",5188,9654.3,1516.82752481711,271,"United States","2021-08-13 00:37:34+00:00",1
2023-01-01,19022623,"BRK15",61369,5555.24,1516.66666666667,272,"Germany","2020-10-24 16:18:09+00:00",1
2023-01-01,10459580,"Kagami",5046,9703.41,1516.66398651527,273,"Argentina","2017-07-05 16:07:34+00:00",1
2023-01-01,10997439,"Decheg_777",28953,6786.45,1516.55414267079,274,"Belarus","2017-10-13 20:38:13+00:00",1
2023-01-01,13203886,"Senpailuv",49298,5916.78,1516.46167316024,275,"South Korea","2018-10-05 09:01:53+00:00",1
2023-01-01,19236425,"-Rath",59229,5613.96,1516.16818415777,276,"United States","2020-11-07 06:55:19+00:00",1
2023-01-01,4464845,"Aimseky",4913,9746.43,1516.01306836461,277,"China","2014-05-31 12:42:52+00:00",1
2023-01-01,11646616,"-Gardevoir-",8085,8882.58,1515.88949579832,278,"Peru","2018-01-30 03:59:11+00:00",1
2023-01-01,10040931,"J P",10262,8500.46,1515.88235294118,279,"Portugal","2017-04-12 18:52:16+00:00",2
2023-01-01,9955635,"Raesin",123839,4378.28,1515.73898690511,280,"China","2017-03-26 08:30:17+00:00",1
2023-01-01,10674817,"Hakamora",5773,9474.58,1515.63202435065,281,"India","2017-08-15 20:02:28+00:00",1
2023-01-01,16052525,"Geag",10299,8495.17,1515.50884349843,282,"United States","2020-01-25 02:59:53+00:00",1
2023-01-01,8218190,"Japeachi Taho",28945,6786.4,1515.50562389648,283,"Philippines","2016-04-08 08:48:30+00:00",2
2023-01-01,7722566,"Aoi Futaba",28352,6820.66,1515.39446693271,284,"Russian Federation","2016-01-09 15:45:01+00:00",2
2023-01-01,25785218,"Pixelliorg",64610,5471.38,1515,285,"Switzerland","2021-09-09 08:39:59+00:00",1
2023-01-01,5907911,"Ichinose Rika",8647,8767.6,1514.98271852414,286,"Colombia","2015-02-08 02:58:38+00:00",1
2023-01-01,8811633,"GeneralSharkk",3682,10236.9,1514.95002805296,287,"Portugal","2016-08-06 18:36:15+00:00",1
2023-01-01,10199656,"Jo Yuri",3231,10455.6,1514.88794641098,288,"Brazil","2017-05-13 20:35:36+00:00",1
2023-01-01,12090610,"Tatze",13248,8081.89,1514.36268386074,289,"Germany","2018-04-14 18:43:17+00:00",1
2023-01-01,10204748,"hrds",5699,9496.22,1514.31289352053,290,"Russian Federation","2017-05-14 17:46:16+00:00",1
2023-01-01,9930573,"CircIes",1470,11858,1514.01383572736,291,"Philippines","2017-03-21 13:37:17+00:00",1
2023-01-01,3257847,"MyzeJD",8622,8771.64,1513.66398651527,292,"France","2013-09-08 18:17:47+00:00",1
2023-01-01,13880438,"ShyCryoUwO",20694,7334.7,1513.53082152041,293,"United States","2019-02-03 19:45:52+00:00",1
2023-01-01,12544805,"okirema",29716,6742.15,1513.38632964088,294,"Philippines","2018-06-26 11:58:43+00:00",1
2023-01-01,13736991,"Singularius",81774,5083.41,1513.34674854367,295,"Ukraine","2019-01-10 11:00:29+00:00",2
2023-01-01,12395652,"-[Chex]-",14806,7892.94,1513.18249685553,296,"South Korea","2018-06-03 03:20:34+00:00",1
2023-01-01,3594368,"Katie Hopkins",68630,5372.71,1513.08869589161,297,"United Kingdom","2013-11-14 15:59:49+00:00",2
2023-01-01,19857248,"Herazu",6607,9234.54,1512.99209475964,298,"Germany","2020-12-15 14:51:32+00:00",1
2023-01-01,22610959,"chokenut",108919,4604.19,1512.88184404796,299,"Philippines","2021-04-11 23:51:56+00:00",1
2023-01-01,12981253,"wowaka",1839,11469.4,1512.59219474802,300,"France","2018-08-27 17:49:35+00:00",1
2023-01-01,10956506,"GenoUwU",25617,6985.39,1512.42223206618,301,"United States","2017-10-05 22:25:54+00:00",2
2023-01-01,15441720,"theJAKEMAN",10498,8463.82,1512.21214020173,302,"United States","2019-10-29 02:25:56+00:00",1
2023-01-01,9364519,"ShorkBork",31861,6632.19,1511.96167316024,303,"United States","2016-12-03 17:02:16+00:00",1
2023-01-01,10415929,"Chrystian",5917,9431.87,1511.88794641098,304,"Brazil","2017-06-26 17:28:01+00:00",1
2023-01-01,12431599,"MehlsackX",33429,6550.99,1511.76251136621,305,"Germany","2018-06-08 11:00:29+00:00",3
2023-01-01,1893953,"Nakano-",2646,10794.6,1511.61893346791,306,"Singapore","2012-09-03 10:43:37+00:00",7
2023-01-01,14674958,"Getti",6647,9226.15,1511.55279954239,307,"United States","2019-06-16 22:49:26+00:00",1
2023-01-01,12942719,"Necho Lodernde",111105,4569.26,1511.32073594485,308,"Indonesia","2018-08-22 09:08:03+00:00",3
2023-01-01,3191010,"Andy26",116752,4481.44,1511.30466046379,309,"Norway","2013-08-26 12:40:44+00:00",6
2023-01-01,19903338,"i love rinko",10148,8516.42,1511.21167316024,310,"Singapore","2020-12-18 07:09:57+00:00",1
2023-01-01,13805949,"Suzune Miyama",2803,10705.1,1511.21044761869,311,"Poland","2019-01-21 16:53:13+00:00",5
2023-01-01,7749333,"SHKplay",44306,6091.57,1511.16924981391,312,"Poland","2016-01-13 20:24:44+00:00",2
2023-01-01,6585939,"Arclyte",1235,12224.9,1511.15499878368,313,"Russian Federation","2015-06-09 09:20:19+00:00",1
2023-01-01,12443104,"iraozm",3519,10309.5,1511.03071616605,314,"Malaysia","2018-06-10 00:05:45+00:00",1
2023-01-01,9391047,"poisonvx",81471,5089.53,1510.89345888305,315,"United States","2016-12-08 23:15:19+00:00",1
2023-01-01,12674517,"Fayar",13210,8085.86,1510.81112986318,316,"France","2018-07-17 09:35:17+00:00",1
2023-01-01,16910637,"BigPana",19572,7425.44,1510.69700423842,317,"Argentina","2020-05-01 01:20:09+00:00",1
2023-01-01,18296925,"RemIscute07",2740,10736.2,1510.54894096342,318,"Hong Kong","2020-08-29 12:22:02+00:00",1
2023-01-01,15646924,"wjddjs",1748,11543.8,1510.4907337524,319,"South Korea","2019-11-28 23:36:31+00:00",1
2023-01-01,4765619,"Urnukka",35629,6447.55,1510.46420525273,320,"Finland","2014-08-08 17:58:26+00:00",3
2023-01-01,10565596,"ZIELSKO BIALA",37610,6356.87,1510.46167316024,321,"Poland","2017-07-26 18:47:26+00:00",1
2023-01-01,17958667,"FelixSosa",2175,11164.2,1510.23411822371,322,"United States","2020-08-03 12:42:57+00:00",1
2023-01-01,9285180,"YelloJello",16188,7739.39,1510.12831428571,323,"Australia","2016-11-17 05:23:41+00:00",1
2023-01-01,12450467,"smollilnub",145565,4081.1,1510.02470119082,324,"Singapore","2018-06-11 03:59:39+00:00",1
2023-01-01,14024170,"-Graigory-",2786,10713.7,1510.01383572736,325,"Philippines","2019-03-02 07:07:17+00:00",1
2023-01-01,11461810,"kagiura",1970,11327.8,1510,326,"Brazil","2018-01-02 04:03:25+00:00",1
2023-01-01,4582149,"CamperLt",2013,11295.2,1510,327,"Lithuania","2014-06-27 11:08:43+00:00",1
2023-01-01,21606617,"[TRN]",85637,5006.45,1510,328,"United States","2021-03-06 20:10:56+00:00",1
2023-01-01,20094192,"defender_331",18007,7559.65,1510,329,"Belarus","2020-12-29 13:36:17+00:00",1
2023-01-01,11551991,"Liery",5119,9676.11,1510,330,"Türkiye","2018-01-15 08:40:56+00:00",1
2023-01-01,12877460,"InabanHimeko",17832,7576.81,1509.91773863636,331,"India","2018-08-13 15:25:27+00:00",1
2023-01-01,5479741,"Oddie",11427,8322.51,1509.87994664392,332,"Canada","2015-01-02 05:23:29+00:00",1
2023-01-01,9250996,"Bittshrooms",49821,5900.01,1509.76955876758,333,"Netherlands","2016-11-09 20:12:25+00:00",3
2023-01-01,10678230,"Irone OSU",88905,4945.32,1509.71167316024,334,"Hong Kong","2017-08-16 12:48:42+00:00",1
2023-01-01,10562797,"dragontiger34",19924,7395.55,1509.57477756437,335,"United States","2017-07-26 07:16:37+00:00",1
2023-01-01,19940169,"GzBugy",19243,7451.12,1509.20522514395,336,"Romania","2020-12-20 10:15:38+00:00",2
2023-01-01,16288992,"Ruyaya",6333,9312.89,1509.1452925564,337,"Taiwan","2020-02-28 04:26:34+00:00",1
2023-01-01,6934191,"MeowZero_Emilia",9468,8620.81,1509.04894096342,338,"Hong Kong","2015-08-15 12:29:32+00:00",1
2023-01-01,18212788,"RAiMEi_BOTTliUM",10071,8528.48,1508.96167316024,339,"Japan","2020-08-23 09:57:14+00:00",1
2023-01-01,3628613,"Take no Hana",9857,8556.94,1508.88794641098,340,"Brazil","2013-11-20 19:59:31+00:00",1
2023-01-01,23592892,"Lucio101",945,12655.1,1508.59950693306,341,"Germany","2021-05-22 18:06:38+00:00",11
2023-01-01,8264319,"Soulskyeflare",29641,6746.81,1508.55414709557,342,"Australia","2016-04-16 06:29:04+00:00",1
2023-01-01,8120040,"feschen",77732,5169.61,1508.26226664138,343,"China","2016-03-20 06:17:45+00:00",1
2023-01-01,10853878,"Louis Marble",61423,5554.03,1508.21167316024,344,"Singapore","2017-09-16 08:04:30+00:00",1
2023-01-01,9659805,"fish oil",18334,7530.85,1508.13671743583,345,"New Zealand","2017-01-30 02:16:46+00:00",1
2023-01-01,12654242,"DanFi",9705,8580.14,1507.99710404684,346,"Russian Federation","2018-07-14 14:06:04+00:00",1
2023-01-01,17563939,"HR2",18441,7522.1,1507.9605206703,347,"Australia","2020-06-29 23:22:11+00:00",4
2023-01-01,10716391,"alfie_yo",10633,8442.49,1507.74590467154,348,"United States","2017-08-23 05:43:41+00:00",1
2023-01-01,12098722,"EllieKyu",40156,6252.03,1507.46167316024,349,"Sweden","2018-04-15 21:57:15+00:00",1
2023-01-01,2282145,"Jiuchu",26605,6925.31,1507.44183665457,350,"France","2013-01-19 20:11:26+00:00",1
2023-01-01,20249211,"blankww",11801,8269.37,1507.1465246724,351,"United States","2021-01-07 17:27:16+00:00",4
2023-01-01,11222462,"MAKC0H",3817,10184.8,1507.06059577922,352,"Russian Federation","2017-11-24 19:37:16+00:00",1
2023-01-01,13238121,"smthelse",10029,8534.06,1506.485277375,353,"Vietnam","2018-10-11 07:32:14+00:00",1
2023-01-01,9845103,"Sigge",22948,7167.86,1506.3056994828,354,"Sweden","2017-03-05 19:44:28+00:00",1
2023-01-01,10976433,"AccNome",5816,9463.63,1506.27807426766,355,"United States","2017-10-09 07:52:18+00:00",1
2023-01-01,11120124,"Xqeer",409,14220.1,1506.07110294376,356,"Russian Federation","2017-11-06 12:51:38+00:00",2
2023-01-01,9024028,"schlafen gehen",10406,8478.03,1506.04894096342,357,"Germany","2016-09-20 18:32:01+00:00",1
2023-01-01,9697769,"TiRa",3237,10453.5,1506.01306836461,358,"Hong Kong","2017-02-06 08:23:05+00:00",1
2023-01-01,18004953,"Goofster",9997,8538.08,1505.96167316024,359,"New Zealand","2020-08-07 08:27:24+00:00",1
2023-01-01,17469191,"Wubip",27026,6899.59,1505.89980802117,360,"Vietnam","2020-06-21 05:30:08+00:00",6
2023-01-01,6145000,"Kehest",3162,10487.1,1505.88893693805,361,"Romania","2015-03-12 16:40:48+00:00",1
2023-01-01,10956448,"luscajooj",15205,7849.37,1505.88794641098,362,"Brazil","2017-10-05 22:03:55+00:00",1
2023-01-01,12902475,"NJ STRONG",11939,8252.9,1505.61873360832,363,"United States","2018-08-16 20:25:41+00:00",1
2023-01-01,8203119,"Rekunan",77149,5181.68,1505.55436629998,364,"United States","2016-04-04 22:40:59+00:00",4
2023-01-01,5850031,"Hardstcukc 3",32317,6607.43,1505.38184625608,365,"France","2015-02-02 19:02:22+00:00",7
2023-01-01,11526714,"ikaenia",11809,8268.84,1504.95939294898,366,"United States","2018-01-11 19:25:18+00:00",1
2023-01-01,9512538,"Ganjo",3256,10444.2,1504.95002805296,367,"Indonesia","2017-01-02 18:44:38+00:00",1
2023-01-01,12957438,"un Copac",115004,4506.54,1504.31041547654,368,"Romania","2018-08-24 13:36:22+00:00",1
2023-01-01,8779023,"THE QUEEN",17680,7592.12,1504.30005228964,369,"United States","2016-07-30 20:22:25+00:00",1
2023-01-01,16637348,"blaxxxter",22819,7176.37,1504.26843280985,370,"Argentina","2020-04-07 02:08:12+00:00",1
2023-01-01,18746007,"Hd My angel",65313,5453.43,1504.25115133399,371,"Colombia","2020-10-02 14:25:30+00:00",2
2023-01-01,13029223,"Steelgrassify",174598,3736.74,1504.22431829069,372,"United States","2018-09-03 19:08:33+00:00",1
2023-01-01,23213150,"kiridoooooo",71230,5313.19,1504.20345292208,373,"India","2021-05-06 16:33:49+00:00",1
2023-01-01,19075364,"Oceanboy98",15882,7771.83,1504.16086205045,374,"United States","2020-10-28 03:36:35+00:00",5
2023-01-01,9975427,"Dwagon",952,12647.3,1503.92790125205,375,"China","2017-03-30 15:18:55+00:00",1
2023-01-01,10384720,"999kalel999",13536,8047.58,1503.71167316024,376,"Brazil","2017-06-20 14:14:18+00:00",1
2023-01-01,15214826,"Virex-",2930,10619.6,1503.69183665457,377,"Germany","2019-09-19 22:54:01+00:00",1
2023-01-01,12728145,"tgr",10054,8530.21,1503.6407116303,378,"United States","2018-07-25 00:42:56+00:00",1
2023-01-01,2492226,"e n v y",12828,8134.07,1503.52941176471,379,"Portugal","2013-03-30 08:55:03+00:00",1
2023-01-01,11753012,"Guest Diff",23072,7158.93,1503.33333333333,380,"South Korea","2018-02-16 11:14:37+00:00",1
2023-01-01,11134074,"Wexxxxxy",13130,8095.54,1503.22080933745,381,"Belarus","2017-11-09 17:14:06+00:00",1
2023-01-01,9008727,"lumenaire",7050,9113.59,1503.16376053168,382,"United Kingdom","2016-09-17 11:04:15+00:00",6
2023-01-01,4009916,"go525",9078,8687.97,1502.98137097096,383,"United States","2014-02-14 01:22:03+00:00",1
2023-01-01,13197403,"Livelyapio",42560,6156.98,1502.96167316024,384,"Chile","2018-10-03 23:43:13+00:00",1
2023-01-01,4533507,"Leithanien",18665,7504.75,1502.88794641098,385,"Brazil","2014-06-15 17:53:23+00:00",1
2023-01-01,19890921,"ColdSnowFox",33348,6555.06,1502.80772118684,386,"China","2020-12-17 14:31:08+00:00",1
2023-01-01,3372322,"My Angel Nico",101022,4730.98,1502.69424890127,387,"Germany","2013-10-02 16:09:54+00:00",13
2023-01-01,2295850,"Lefafel",23750,7108.82,1502.68016722788,388,"Finland","2013-01-24 19:13:21+00:00",2
2023-01-01,5000924,"Toileri",13684,8030.27,1502.40872514395,389,"Finland","2014-10-03 15:05:37+00:00",2
2023-01-01,11258741,"Robed",10282,8497.01,1502.36182784025,390,"Singapore","2017-12-01 11:32:37+00:00",1
2023-01-01,10918400,"Valorant",13551,8046.68,1502.32203031162,391,"United States","2017-09-29 01:38:02+00:00",1
2023-01-01,10382679,"ocaip",38244,6329.09,1502.21167316024,392,"Chile","2017-06-20 02:45:03+00:00",1
2023-01-01,9870879,"Setsuna Yuki",23368,7139.04,1502.125575667,393,"Argentina","2017-03-10 21:08:34+00:00",1
2023-01-01,3812276,"Nice Nature",6111,9374.32,1502.01306836461,394,"Taiwan","2014-01-01 13:18:29+00:00",1
2023-01-01,17766423,"komurii",14501,7927.16,1501.94325869311,395,"Vietnam","2020-07-18 05:42:11+00:00",5
2023-01-01,14684430,"Ievi-",2236,11112.5,1501.87236063598,396,"Türkiye","2019-06-18 18:15:22+00:00",1
2023-01-01,13342143,"Pezudos",1493,11828.9,1501.68131457316,397,"Russian Federation","2018-10-30 19:10:38+00:00",1
2023-01-01,20195782,"Smokey01",40087,6254.73,1501.66268965228,398,"United States","2021-01-04 16:27:18+00:00",1
2023-01-01,14290988,"Banner",5196,9653.06,1501.55703195553,399,"Malaysia","2019-04-17 02:21:12+00:00",1
2023-01-01,27761185,"vortexta",107177,4631.45,1501.45327261939,400,"Australia","2021-12-16 22:37:04+00:00",1
2023-01-01,18906438,"iek",55412,5723.35,1501.19104577781,401,"Brazil","2020-10-15 22:15:58+00:00",4
2023-01-01,10981171,"kit-",5029,9707.4,1501.00334899294,402,"New Zealand","2017-10-10 09:16:44+00:00",1
2023-01-01,5187207,"afriendlightz",61280,5557.89,1500.95243689294,403,"Singapore","2014-11-10 13:23:47+00:00",5
2023-01-01,11772019,"D3rpyB01",8235,8848.42,1500.88566264395,404,"Singapore","2018-02-19 05:42:54+00:00",2
2023-01-01,12204360,"mimitaya",2163,11178,1500.87718583024,405,"Australia","2018-05-03 15:56:59+00:00",1
2023-01-01,3149395,"richp2k",12061,8236.29,1500.4563845073,406,"United States","2013-08-18 21:05:04+00:00",2
2023-01-01,15754716,"Runigh",84258,5034.06,1500.40849707905,407,"Philippines","2019-12-14 04:39:51+00:00",3
2023-01-01,12920831,"[Vito]",14405,7937.88,1500.3440083336,408,"United States","2018-08-19 06:27:24+00:00",1
2023-01-01,15195364,"hollowknees",10102,8523.99,1500.20801106014,409,"Singapore","2019-09-16 06:51:02+00:00",1
2023-01-01,13795588,"lelxdme",43725,6113.67,1500.04894096342,410,"Hong Kong","2019-01-19 23:58:11+00:00",1
2023-01-01,14817468,"stllok",9121,8680.64,1500.01306836461,411,"Hong Kong","2019-07-13 16:40:37+00:00",1
2023-01-01,11726139,"Bazuso",20856,7320.94,1500,412,"Germany","2018-02-11 15:40:06+00:00",1
2023-01-01,10049665,"ckhrix",16061,7752.98,1500,413,"Denmark","2017-04-14 15:46:08+00:00",2
2023-01-01,14489248,"Fie",17467,7610.77,1500,414,"Denmark","2019-05-17 10:04:47+00:00",1
2023-01-01,6080956,"Floatyy",17290,7628.52,1499.88794641098,415,"Brazil","2015-02-27 22:37:25+00:00",1
2023-01-01,13205755,"Potato9756",5015,9713.87,1499.82197115624,416,"Canada","2018-10-05 15:38:19+00:00",2
2023-01-01,6936275,"quanhitter37",16638,7693.04,1499.68466767426,417,"United States","2015-08-15 20:32:24+00:00",1
2023-01-01,4751678,"Ichor",4627,9843.83,1499.45801200535,418,"Germany","2014-08-05 20:00:55+00:00",11
2023-01-01,10168682,"Cindergoat",77419,5176.38,1499.21167316024,419,"Hong Kong","2017-05-07 15:35:47+00:00",1
2023-01-01,17998941,"Iite",122157,4402.72,1498.59612976225,420,"United States","2020-08-06 19:13:12+00:00",1
2023-01-01,15516059,"ProjectGreat",5064,9694.35,1498.54134439347,421,"Singapore","2019-11-09 10:07:19+00:00",1
2023-01-01,12710265,"VictorSkull",13589,8041.13,1498.52341983631,422,"Russian Federation","2018-07-22 10:05:27+00:00",1
2023-01-01,14964749,"raifiu",12162,8221.99,1497.91384880357,423,"Vietnam","2019-08-10 05:09:09+00:00",1
2023-01-01,18327574,"Strxwberrymilk",10634,8441.65,1497.83986138128,424,"Colombia","2020-08-31 18:02:51+00:00",1
2023-01-01,14353255,"CursedFX",29239,6770.32,1497.78632964088,425,"Philippines","2019-04-27 08:56:26+00:00",1
2023-01-01,12899970,"KeS_Play",7963,8907.41,1497.77013516433,426,"Russian Federation","2018-08-16 13:04:26+00:00",5
2023-01-01,13706184,"muwustache",44352,6089.66,1497.70664569623,427,"United States","2019-01-04 22:20:34+00:00",1
2023-01-01,15103117,"Antagoor",34124,6518.11,1497.32400616425,428,"Germany","2019-08-31 18:35:06+00:00",3
2023-01-01,2198995,"Minecraft570",1762,11536,1497.27272727273,429,"Hong Kong","2012-12-20 13:46:44+00:00",1
2023-01-01,9872563,"Thof",12499,8179.19,1497.19915816456,430,"Vietnam","2017-03-11 04:31:36+00:00",5
2023-01-01,15984499,"Takasaki Yu",16000,7759.21,1497.04730503689,431,"United States","2020-01-15 01:18:25+00:00",1
2023-01-01,5167225,"[-Ascended-]",5991,9410.7,1496.79498095238,432,"Philippines","2014-11-07 04:31:36+00:00",1
2023-01-01,25087875,"Kelimporta",31708,6639.37,1496.66666666667,433,"Colombia","2021-08-02 01:36:05+00:00",1
2023-01-01,11157009,"AloeMeow",61636,5548.45,1496.65067422315,434,"Taiwan","2017-11-13 16:37:39+00:00",4
2023-01-01,16006269,"ITheQwertyI",4241,10012.5,1496.55414267079,435,"Belarus","2020-01-18 11:16:38+00:00",1
2023-01-01,14073932,"TUYU",1623,11684.3,1496.54661331059,436,"South Korea","2019-03-10 14:10:34+00:00",1
2023-01-01,7652852,"Kenzol",27167,6890.96,1496.47058823529,437,"Portugal","2015-12-28 19:10:25+00:00",1
2023-01-01,15592469,"Timofey_sn",2311,11058.6,1496.44798395068,438,"Russian Federation","2019-11-20 18:47:23+00:00",2
2023-01-01,914908,"-Crisp",65374,5452.03,1496.38249685553,439,"South Korea","2011-06-18 05:10:44+00:00",1
2023-01-01,16218750,"Humsterlol",30547,6700.45,1496.26948008987,440,"United Kingdom","2020-02-17 22:20:25+00:00",3
2023-01-01,19282411,"[plop]",25900,6967.19,1496.17848056745,441,"Canada","2020-11-10 02:10:26+00:00",1
2023-01-01,5208892,"Memoryfile",14888,7882.48,1496.10181429553,442,"Taiwan","2014-11-15 06:07:49+00:00",1
2023-01-01,6221425,"Peti",2381,10996.4,1496.09957588433,443,"Germany","2015-03-26 13:14:45+00:00",2
2023-01-01,7111118,"Anya Maki",2604,10823.1,1496.01306836461,444,"China","2015-09-19 14:31:37+00:00",1
2023-01-01,6530182,"Qrestu",4896,9754.41,1495.90435014395,445,"Poland","2015-05-28 20:38:00+00:00",2
2023-01-01,14926302,"OBAMAJR4THERWIN",31453,6652.32,1495.73898690511,446,"Singapore","2019-08-03 04:59:43+00:00",1
2023-01-01,18556796,"vleth",10083,8526.66,1495.72862371821,447,"United States","2020-09-17 21:14:48+00:00",1
2023-01-01,20328099,"-Darky",17162,7640.41,1495.69700423842,448,"Argentina","2021-01-12 02:53:24+00:00",1
2023-01-01,2984074,"ming0328ming",1270,12175.7,1495.67411947897,449,"Hong Kong","2013-07-20 04:25:42+00:00",9
2023-01-01,10997421,"Hovo0909",589906,1552.16,1495.65288971926,450,"Russian Federation","2017-10-13 20:35:24+00:00",1
2023-01-01,21180640,"Hayakou",4541,9883.21,1495.55657116229,451,"United States","2021-02-18 05:07:34+00:00",1
2023-01-01,6829148,"littleKit",19973,7392.6,1495.54894096342,452,"Hong Kong","2015-07-26 09:33:11+00:00",1
2023-01-01,18587902,"Bubble998",18814,7489.96,1495.5197172533,453,"Brazil","2020-09-20 02:30:57+00:00",2
2023-01-01,12437546,"le pauvre bil",2947,10610.6,1495.44933760516,454,"France","2018-06-09 06:44:12+00:00",1
2023-01-01,11320627,"MejiroMcQueen",2162,11178.9,1495.43011814624,455,"Indonesia","2017-12-11 11:36:39+00:00",2
2023-01-01,12407531,"D4rgZ",3375,10382.9,1495.36552509947,456,"Russian Federation","2018-06-04 15:48:00+00:00",1
2023-01-01,25129957,"Zorokii",22463,7201.46,1495.23054058254,457,"Philippines","2021-08-03 23:44:50+00:00",3
