"Player","Rating","Games","1st","2nd","3rd","4th","5th","6th","7th","8th","9th","10th","11th","12th","13th","14th","15th","16th","Lag"
18961057,1392.5793570132,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9303
26694635,1392.56938764314,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10493
8172285,1392.53605977376,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10448
6402779,1392.51654975241,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47499
5408255,1392.49250592378,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6263
14420220,1392.45434495118,218,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
14300067,1392.41387408023,54,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19478
11113753,1392.37704238617,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15927
30934553,1392.36827101721,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5495
14623152,1392.35931317518,194,27,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379
15554556,1392.30333711281,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47244
16850617,1392.3030903814,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29034
15861908,1392.29361708486,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28170
17518828,1392.24540620353,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54382
10103347,1392.21515376081,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29303
10781285,1392.12778670286,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13600
15993236,1391.99008800938,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15672
19384514,1391.98484409506,31,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28506
2305984,1391.97393366668,56,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18342
2930903,1391.96158015729,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44577
21320291,1391.90048378403,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862
24108659,1391.89649052814,61,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946
17352868,1391.8893016392,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493
18432951,1391.82130018497,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49283
8594847,1391.81683364507,41,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19637
13050605,1391.71070652565,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207
15369154,1391.61883377772,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54425
12207972,1391.48419646764,123,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554
27107924,1391.37872224925,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47797
26902554,1391.3576701463,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427
22097966,1391.34230901459,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45644
18234564,1391.25774862297,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13084
12858852,1391.19641572645,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30103
8960455,1391.16285894221,51,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3658
4710974,1390.98033818055,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47821
7918953,1390.94717382081,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376
12098722,1390.93006150322,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39973
17572031,1390.92250598906,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53780
23304281,1390.88709703731,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12061
7156116,1390.81171091698,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40559
28198007,1390.79695593355,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5807
14937982,1390.78757110297,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51006
9668674,1390.75116787701,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20070
20495035,1390.72647902495,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17177
4282963,1390.71013041585,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894
19469601,1390.59750480221,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46768
8031539,1390.49036256182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26334
9707890,1390.40610507639,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50149
23978801,1390.40590321201,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701
8063872,1390.36834133788,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6662
25030652,1390.25870447666,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28170
23925795,1390.24958130256,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50675
11932068,1390.17390109773,21,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7666
21931022,1390.15255741258,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35241
10305569,1390.09910149377,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50237
11480649,1390.08021459701,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19060
21187178,1390.07140645439,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5807
22292015,1389.98147370264,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48122
11243643,1389.94629310175,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8202
30086939,1389.90107770684,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36709
11558542,1389.85424769101,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20563
15948780,1389.80215912249,18,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10900
14977332,1389.79431069987,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30262
22864070,1389.75072971397,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51900
5054351,1389.74491398062,86,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4430
16048250,1389.66365106277,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17141
10844558,1389.59663040204,27,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40986
10361419,1389.56457518693,107,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
5566203,1389.55557624471,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38672
8759374,1389.53230542519,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16025
18693500,1389.46943089454,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49999
17610225,1389.46904660193,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17168
16393244,1389.46666998074,51,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15196
5009970,1389.45420672928,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54382
7393316,1389.4285799794,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36514
29987147,1389.42250658289,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55810
4135257,1389.38671185754,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502
12629695,1389.37634074878,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54425
11539225,1389.32011405547,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30283
10651409,1389.24611324399,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39815
10040214,1389.23949093285,102,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7639
4452201,1389.23316616243,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37896
22622247,1389.21188309265,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8791
18772140,1389.15561766398,38,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142
3297385,1389.15436998451,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49283
16321353,1389.12528645417,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42923
15510060,1389.07052880741,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30612
15707107,1389.0283137842,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
17590753,1388.9830931733,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30837
4637768,1388.97675037466,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49999
9383377,1388.96780527833,231,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5043
17425272,1388.89210915686,105,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023
19061410,1388.86266395714,56,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
15617500,1388.86194534759,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47148
18403789,1388.81599863688,172,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
13319181,1388.77125855276,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44260
16204766,1388.67339707568,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777
10460650,1388.66253941203,70,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4609
12048072,1388.62572010812,80,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11309
14444653,1388.61009051373,40,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10772
10545356,1388.60783012558,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40281
14106178,1388.54882078178,150,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475
3193403,1388.54160787821,40,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544
14058676,1388.39189692315,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48783
24982209,1388.37369960644,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30197
25360723,1388.33660752157,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39838
13575761,1388.25351105088,24,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458
16722317,1388.23169093326,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21608
13608071,1388.22319447433,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22609
16234410,1388.16701953958,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27518
13381361,1388.1472987128,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40543
21174767,1388.11680688881,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9842
14868327,1388.11197091275,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40559
14182204,1388.09353073017,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41517
7041796,1388.01532687683,37,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26815
13839469,1388.00477943318,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27050
21592244,1388.00468669892,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41730
4764650,1387.99234453492,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51486
24090961,1387.92737506847,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14719
13263469,1387.89626977024,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17204
10793337,1387.86651437121,23,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10721
4656290,1387.85712185317,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45039
20144839,1387.85613255463,48,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776
13857624,1387.84260939422,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6138
11684519,1387.81946259401,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24400
22343532,1387.80713232387,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15089
14895538,1387.80560224243,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38457
11204659,1387.64622013058,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38989
20371682,1387.60443216734,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55886
16101282,1387.57913641854,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7786
14367839,1387.55479620554,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22167
11015571,1387.55155407595,233,43,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3204
20705797,1387.54656603788,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16016
12640650,1387.51778642985,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23425
18284065,1387.50869905097,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15672
17105279,1387.48206118376,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18071
17654637,1387.47410314465,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47739
8977763,1387.45839404463,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435
27672482,1387.41548803315,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46374
18926714,1387.41242781277,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51976
17522180,1387.33572665302,181,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
23637390,1387.31967927247,26,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12350
12270513,1387.1897385454,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2462
16069829,1387.18558021177,38,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
10081218,1387.10465012868,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1855
29652816,1387.10240104751,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
8591929,1387.08520391165,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26773
16743093,1386.96877322755,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47124
18220275,1386.95223186154,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2219
11808725,1386.88411464497,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51519
8758065,1386.87422421706,31,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903
14811725,1386.81123719811,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48180
20812722,1386.78528242568,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351
33089566,1386.76780425695,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30649
20764207,1386.76608238221,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36829
15375919,1386.76226819407,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57132
17041914,1386.71216654254,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40482
23569694,1386.70385901783,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55813
21907742,1386.6748675007,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41730
21129531,1386.56448558518,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9542
12989246,1386.55088539077,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30169
11947558,1386.49708767253,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14873
23979561,1386.39551394743,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36829
4445696,1386.3869737803,41,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23809
27501895,1386.3493156756,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50245
23636428,1386.34838572758,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10918
8756954,1386.3272923535,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23221
6009427,1386.32409748888,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23685
12782516,1386.28138683464,80,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
22736522,1386.26020095874,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13494
19977408,1386.25656378223,94,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994
4535883,1386.24740284304,28,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51151
18185899,1386.20146613553,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40482
17955208,1386.10705461216,30,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
16492414,1386.06862594039,25,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49131
6701585,1386.02306843103,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55559
7903549,1385.98375575382,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12720
18932318,1385.95900100406,17,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30948
10270238,1385.94015276794,23,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34892
19638720,1385.84611413751,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39581
13731001,1385.83800922995,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37433
15107940,1385.74142311624,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13714
10906329,1385.58310378878,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35138
9176924,1385.52260046826,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29545
19034817,1385.48684508658,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8097
14589308,1385.40961368461,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26592
16769761,1385.36648656289,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43474
6541404,1385.35874688587,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12705
9636252,1385.35158764874,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17284
11422688,1385.34465831454,206,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638
14450761,1385.30667183864,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42735
15188384,1385.28906721883,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35233
4843408,1385.27194436806,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30314
13368273,1385.24308636727,53,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10448
19967265,1385.2371318606,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16455
13241206,1385.23255163114,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31895
12041302,1385.20674069489,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53867
16851538,1385.17789018778,115,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8419
28588863,1385.13493291023,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10719
13603871,1385.13383976157,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22020
17942860,1385.0380952737,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12751
9569443,1385.02074422083,1035,174,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320
17543434,1384.93921046731,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21458
18884457,1384.92999478397,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10062
14433680,1384.90647260734,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52420
11963879,1384.88731452452,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8566
7378754,1384.88464966659,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53528
1608105,1384.88036072173,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47974
20901065,1384.81801006962,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50237
5402322,1384.78278556587,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18243
12448736,1384.59590203967,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18723
15933905,1384.57848563651,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51698
30517726,1384.55944595634,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51917
13586020,1384.53978187363,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10379
25452354,1384.47324661815,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51743
12215714,1384.43676918089,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34910
11575088,1384.42016009251,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49874
13769947,1384.39739583571,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
7592085,1384.38845882963,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12316
766445,1384.33419458586,29,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12375
13129996,1384.2930961696,106,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
13041426,1384.26655746943,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55117
15576097,1384.16605714304,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54505
15447960,1384.12554591252,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19896
15410533,1384.09199625867,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47739
17729268,1384.0761129556,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50237
15169519,1383.9687692991,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21985
11066200,1383.91547774613,104,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
25713092,1383.86020791956,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8239
19173499,1383.81489723383,66,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4008
19142610,1383.72456391527,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48783
25470052,1383.61053229046,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18236
17395801,1383.56470762122,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46334
5601899,1383.56098386956,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42509
13696627,1383.53129552586,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1796
15977025,1383.39782362604,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
10920975,1383.38492301339,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41824
15550187,1383.26379118172,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21576
24879119,1383.17637103693,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12615
10290012,1383.10933315956,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13753
19534164,1383.0729000301,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47925
19587246,1383.04767775715,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20871
31198174,1383.04376119525,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9664
8281276,1382.96612018904,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
20231013,1382.90199705508,34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12125
6682147,1382.85321318611,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563
7242675,1382.84132064853,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9380
5042507,1382.81904251474,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49999
15131204,1382.78735864963,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13165
14259694,1382.73805738523,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53118
9054531,1382.72591425073,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22370
14547194,1382.67792716871,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47499
22715950,1382.66606858487,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168
12490693,1382.6465928876,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53319
18498730,1382.63594623065,74,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796
9053638,1382.53704582907,33,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22020
7115174,1382.49305442452,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53332
14104197,1382.4606984691,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8333
17620993,1382.45741520166,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12060
17363929,1382.45722597219,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105
6745742,1382.45284365815,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49003
14455763,1382.4302695612,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53314
15711164,1382.42612243812,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39967
22151974,1382.35684267854,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11811
17265712,1382.35314778191,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48783
13569121,1382.29732407311,17,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063
12137928,1382.28186811764,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8566
17658179,1382.23763434106,15,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27804
12146038,1382.21760771352,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47278
12256417,1382.21034886982,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21686
24833271,1382.19267865628,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557
13288760,1382.18698467464,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30136
6963321,1382.14132387016,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30071
23282500,1382.13726704157,92,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787
19567773,1382.12433128845,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49263
19291391,1382.12201922487,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3640
18799626,1382.10570683282,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207
27207283,1382.05492916546,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
22685945,1382.05429578164,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7015
11607035,1382.00481616712,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15630
9532527,1381.94630088775,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10717
9527919,1381.92708958079,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35537
16716726,1381.80922809531,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21015
10266275,1381.79948242789,52,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15936
