"Player","Rating","Games","1st","2nd","3rd","4th","5th","6th","Lag"
8550893,1523.40821860202,27,0,0,0,0,0,0,11606
6824840,1523.39131074716,3,0,0,0,0,0,0,48333
21213201,1523.36393279799,1,0,1,0,0,0,0,1454
30670516,1523.35880892112,3,2,0,0,0,0,0,8470
16277321,1523.34320689057,20,9,4,0,0,0,0,73505
24534724,1523.27101157986,15,1,0,0,0,0,0,65929
1431354,1523.23478427472,17,2,2,0,0,0,0,683
9889309,1523.22104078726,35,2,3,0,0,0,0,1252
8688080,1523.1967002804,13,1,1,0,0,0,0,102106
27524136,1523.18907777476,67,7,8,0,0,0,0,82269
12976731,1523.10050223386,12,4,1,0,0,0,0,26184
12559963,1523.06432362509,7,2,3,0,0,0,0,770
12671619,1523.03382038261,266,26,17,0,0,0,0,1079
14510730,1523.01858174524,23,5,3,0,0,0,0,116948
8386533,1523.00993972664,53,10,14,0,0,0,0,23412
12174498,1522.95178876517,1,0,0,0,0,0,0,303
20293186,1522.9241443747,5,1,0,0,0,0,0,488
9064292,1522.92141059843,116,21,19,0,0,0,0,33738
11546399,1522.91906084166,5,1,1,0,0,0,0,71135
7297633,1522.83948845939,56,3,3,0,0,0,0,90595
12811905,1522.83120930639,38,12,13,0,0,0,0,127912
31348929,1522.7833161925,13,0,1,0,0,0,0,120130
3272902,1522.74381291531,82,1,6,0,0,0,0,122
10113201,1522.66441030208,25,6,4,0,0,0,0,53664
14926279,1522.66127297372,30,2,3,0,0,0,0,203
12506759,1522.63672961814,17,4,3,0,0,0,0,298
13957891,1522.60876659524,9,1,0,0,0,0,0,92459
9103549,1522.52330138602,15,0,0,0,0,0,0,101052
4029900,1522.52045438517,15,2,1,0,0,0,0,116870
27304776,1522.45329583333,1,0,1,0,0,0,0,102768
7261359,1522.44521080267,8,0,0,0,0,0,0,117163
17116333,1522.44048388058,24,6,2,0,0,0,0,57070
9738202,1522.42826044968,8,1,0,0,0,0,0,846
16200137,1522.27605263816,10,0,0,0,0,0,0,90709
19232202,1522.26237337164,2,0,2,0,0,0,0,2718
8467428,1522.26182624767,5,2,2,0,0,0,0,3321
24367099,1522.2598207371,49,8,9,0,0,0,0,26886
12725056,1522.25757616506,82,10,6,0,0,0,0,20252
9024016,1522.23483943457,25,1,2,0,0,0,0,13398
14342642,1522.21945995045,21,0,1,0,0,0,0,120265
4695683,1522.19713302336,6,0,1,0,0,0,0,42761
1052349,1522.15584822253,3,0,0,0,0,0,0,1209
1553071,1522.15451599924,7,0,0,0,0,0,0,123523
13663005,1522.14964456981,18,1,0,0,0,0,0,102106
14888376,1522.14080735913,58,0,0,0,0,0,0,2388
12351900,1522.12793488598,23,1,3,0,0,0,0,19749
7515680,1522.11193525479,16,3,2,0,0,0,0,1291
8406711,1522.10274708236,2,0,0,0,0,0,0,27022
24287506,1522.05774226373,2,0,0,0,0,0,0,106666
21398264,1522.02258940328,10,0,1,0,0,0,0,5137
24232404,1522.0140636673,108,3,11,0,0,0,0,867
14735944,1521.99062653085,20,0,0,0,0,0,0,65618
11624101,1521.9698619175,9,0,1,0,0,0,0,98754
30921375,1521.89024608032,10,0,0,0,0,0,0,436
16775763,1521.79525268965,68,6,3,0,0,0,0,2271
23181506,1521.78975559268,35,2,5,0,0,0,0,1260
13554384,1521.78013968161,16,6,6,0,0,0,0,13950
11535698,1521.76470947223,3,0,0,0,0,0,0,93435
26086687,1521.75465873295,6,0,0,0,0,0,0,3312
9293124,1521.75259464919,1,0,0,0,0,0,0,90400
16438159,1521.73864570911,7,1,2,0,0,0,0,3080
21352449,1521.73060223297,58,13,10,0,0,0,0,71144
18173287,1521.69346647549,16,0,0,0,0,0,0,14153
8793110,1521.68730473197,3,1,0,0,0,0,0,152
26683605,1521.65698887002,3,1,0,0,0,0,0,13987
13489669,1521.57882950213,7,0,3,0,0,0,0,91159
17796556,1521.57183022669,33,8,7,0,0,0,0,71063
4700447,1521.54849436803,13,0,0,0,0,0,0,30817
7883144,1521.54255071923,22,4,5,0,0,0,0,130387
15226762,1521.51482060365,31,0,3,0,0,0,0,12935
9525979,1521.49905806951,2,0,0,0,0,0,0,66225
2323137,1521.44750445741,3,0,0,0,0,0,0,22845
10508061,1521.40096718655,10,1,0,0,0,0,0,67291
7774709,1521.3970693309,3,0,0,0,0,0,0,100072
15149556,1521.39497116233,2,0,1,0,0,0,0,79237
8191845,1521.38761323114,43,4,6,0,0,0,0,64006
16907797,1521.38574058566,116,3,3,0,0,0,0,1578
2225267,1521.38537219418,6,0,0,0,0,0,0,39292
14836949,1521.32020931351,18,0,0,0,0,0,0,26578
12678582,1521.22506955986,11,3,5,0,0,0,0,8946
16917037,1521.22150878213,32,0,1,0,0,0,0,3312
14319549,1521.21823607081,32,2,0,0,0,0,0,117714
17770399,1521.16602322907,74,23,12,0,0,0,0,7721
21854062,1521.11759132726,2,0,2,0,0,0,0,130416
12765209,1521.10122638373,5,2,2,0,0,0,0,51985
13452280,1521.09270694102,41,3,3,0,0,0,0,116655
14175052,1521.01220357572,5,0,0,0,0,0,0,48923
11231410,1520.93011498083,17,4,2,0,0,0,0,15021
32062857,1520.92056998465,1,0,0,0,0,0,0,123701
9633734,1520.90334029033,1,0,0,0,0,0,0,974
15472650,1520.81661825402,3,1,0,0,0,0,0,99701
21703185,1520.79880116881,17,0,0,0,0,0,0,44936
11183809,1520.78435322967,13,0,0,0,0,0,0,30817
22891725,1520.74925720112,9,0,1,0,0,0,0,106268
27494234,1520.73082279249,31,0,1,0,0,0,0,92489
1928230,1520.72016543897,9,1,0,0,0,0,0,59077
9741203,1520.67951785547,13,0,0,0,0,0,0,87973
14665715,1520.65950200606,3,0,1,0,0,0,0,61331
11766941,1520.63336967968,19,5,3,0,0,0,0,117
9694761,1520.51684621449,66,8,6,0,0,0,0,610
5152999,1520.47551514875,6,0,0,0,0,0,0,110004
24018272,1520.44876048008,27,3,4,0,0,0,0,2723
11377894,1520.42266232732,1,0,0,0,0,0,0,122
13065776,1520.41721747589,18,0,1,0,0,0,0,73784
23284560,1520.41606088532,6,1,2,0,0,0,0,75165
5239320,1520.40480322953,2,0,0,0,0,0,0,19950
14658987,1520.37764401025,165,13,14,0,0,0,0,32202
18077991,1520.30020519584,67,24,17,0,0,0,0,886
17169578,1520.2872308281,13,0,0,0,0,0,0,108386
8726490,1520.2460142824,60,9,9,0,0,0,0,13306
23102325,1520.17816866166,22,0,0,0,0,0,0,30817
11232623,1520.17477218005,2,1,0,0,0,0,0,71330
10133455,1520.14303212224,6,0,0,0,0,0,0,79841
6439529,1520.00325731898,4,0,0,0,0,0,0,128382
6343534,1519.99908609088,60,4,5,0,0,0,0,19193
16230011,1519.99383912314,60,6,4,0,0,0,0,2102
8276439,1519.976359405,12,3,6,0,0,0,0,67722
14454397,1519.95367246005,22,2,4,0,0,0,0,71904
18905602,1519.87743870888,10,0,0,0,0,0,0,98957
18716543,1519.86178221145,31,2,6,0,0,0,0,72602
3494615,1519.84834322066,28,5,6,0,0,0,0,93041
9053187,1519.84263052524,34,0,3,0,0,0,0,127
14237443,1519.83926101937,146,9,6,0,0,0,0,10781
8511890,1519.7577020331,3,1,1,0,0,0,0,61915
15334170,1519.74605785671,11,1,3,0,0,0,0,95217
11305115,1519.62982275544,61,0,0,0,0,0,0,27905
31228506,1519.58599203528,27,0,1,0,0,0,0,4017
23287903,1519.5726329849,5,0,0,0,0,0,0,120611
15334533,1519.54849674202,459,35,46,0,0,0,0,1974
29850663,1519.53943564614,9,0,0,0,0,0,0,27735
3223520,1519.47790842637,32,0,0,0,0,0,0,8294
17211279,1519.43499807733,25,4,2,0,0,0,0,58033
17733773,1519.43069598446,10,1,2,0,0,0,0,120812
3167235,1519.42505971996,50,0,1,0,0,0,0,105183
16170317,1519.39257249803,6,1,0,0,0,0,0,103764
15503658,1519.36561056904,26,4,8,0,0,0,0,7663
20269653,1519.28197512685,20,6,3,0,0,0,0,6056
23265884,1519.27085417829,2,0,1,0,0,0,0,5163
28565157,1519.26267131294,2,1,0,0,0,0,0,23498
7523109,1519.25259464919,1,0,0,0,0,0,0,90400
12478873,1519.24986220728,4,0,1,0,0,0,0,65053
20678455,1519.23314686759,5,3,0,0,0,0,0,40390
27423850,1519.10902079485,143,15,14,0,0,0,0,2410
14245185,1519.10202280452,7,0,0,0,0,0,0,135308
13447817,1519.0534645441,7,3,0,0,0,0,0,8753
20197329,1518.99587068177,10,0,0,0,0,0,0,11310
20336026,1518.88421633717,3,0,0,0,0,0,0,75896
7712810,1518.87011970087,19,7,6,0,0,0,0,43876
11718327,1518.70916412002,120,4,1,0,0,0,0,695
5116930,1518.70860339265,11,0,0,0,0,0,0,51850
13429870,1518.64120896009,18,3,0,0,0,0,0,93217
10794612,1518.60419049537,4,0,0,0,0,0,0,57880
2719372,1518.56642242897,1,0,0,0,0,0,0,926
11526305,1518.51948127514,5,0,0,0,0,0,0,361
9948665,1518.5061767285,16,0,2,0,0,0,0,53692
6681473,1518.46923469806,39,5,5,0,0,0,0,89798
20233547,1518.46822425441,170,20,12,0,0,0,0,2731
18381453,1518.45264088602,28,1,5,0,0,0,0,363
7702011,1518.42621052294,4,0,0,0,0,0,0,3268
20641783,1518.41516226326,1,0,1,0,0,0,0,81077
21169450,1518.39764371876,57,6,3,0,0,0,0,99220
17095872,1518.3837020159,4,0,0,0,0,0,0,95523
9093149,1518.35567380952,6,1,0,0,0,0,0,48379
15410021,1518.30627052475,20,0,0,0,0,0,0,118104
14455260,1518.29330646824,5,0,0,0,0,0,0,94272
28222,1518.24840675703,30,3,4,0,0,0,0,112141
9618380,1518.23870208533,5,1,2,0,0,0,0,117632
15078114,1518.18325066191,4,1,0,0,0,0,0,135448
8124223,1518.1158083607,23,1,0,0,0,0,0,84072
4001304,1518.10445830636,12,3,0,0,0,0,0,5605
11601928,1518.04272888779,26,2,4,0,0,0,0,56506
10829486,1518.02442714136,1,0,0,0,0,0,0,56482
18625992,1518.02383192882,18,0,1,0,0,0,0,2731
8995920,1517.97311408129,34,6,7,0,0,0,0,1196
13117053,1517.94176433273,1,0,1,0,0,0,0,77982
21971747,1517.92759299178,122,8,21,0,0,0,0,21054
32672136,1517.88766543328,2,0,0,0,0,0,0,755
11841280,1517.87610157208,5,1,0,0,0,0,0,3089
11424586,1517.84971261136,1,0,0,0,0,0,0,10639
27907457,1517.82481163091,414,57,58,0,0,0,0,5
12045415,1517.77798547873,170,4,5,0,0,0,0,474
6900708,1517.76542155626,13,3,4,0,0,0,0,114498
18343607,1517.68242855911,30,0,3,0,0,0,0,65506
10653926,1517.67505971941,10,2,4,0,0,0,0,118903
19090336,1517.65341954349,12,0,0,0,0,0,0,130011
19530294,1517.63370790221,7,0,0,0,0,0,0,3265
5202208,1517.58506644613,13,0,0,0,0,0,0,23572
15562223,1517.5697358684,8,0,0,0,0,0,0,76812
14590106,1517.56575822812,65,1,1,0,0,0,0,10071
24989638,1517.55795269829,4,0,0,0,0,0,0,132687
12635919,1517.4719758332,18,3,3,0,0,0,0,22411
17802532,1517.46319798988,64,1,2,0,0,0,0,49570
20250190,1517.33859662628,72,1,2,0,0,0,0,58927
12038302,1517.32086724968,60,0,0,0,0,0,0,16541
3603633,1517.26581822559,9,0,1,0,0,0,0,51681
14140875,1517.20872879668,2,0,0,0,0,0,0,10632
5799627,1517.1686750551,58,6,8,0,0,0,0,16
21314777,1517.13519564817,70,3,1,0,0,0,0,17430
31155495,1517.13202034158,86,12,12,0,0,0,0,66403
9008423,1517.06606225711,73,10,9,0,0,0,0,1519
17791142,1517.04977071284,11,2,3,0,0,0,0,131023
14292876,1517.03668465619,9,1,1,0,0,0,0,645
14658906,1517.03566594106,51,1,0,0,0,0,0,39085
31737294,1517.01021428571,2,0,0,0,0,0,0,125816
13572080,1516.99383437844,5,0,1,0,0,0,0,121859
15628344,1516.96467294762,6,0,0,0,0,0,0,117495
6600809,1516.90609623342,35,0,0,0,0,0,0,80532
7839596,1516.88372755061,14,0,0,0,0,0,0,29574
13915613,1516.87929892174,17,0,0,0,0,0,0,8460
15946141,1516.81560967917,5,1,0,0,0,0,0,117241
12484339,1516.75320265928,129,9,13,0,0,0,0,88753
17957276,1516.70442917584,3,0,0,0,0,0,0,57707
10214080,1516.62909347636,15,0,1,0,0,0,0,45947
16199365,1516.55247526182,264,14,7,0,0,0,0,4766
17812346,1516.52744765027,44,1,0,0,0,0,0,26578
8834203,1516.515449942,8,0,0,0,0,0,0,13630
15191706,1516.50193560454,6,3,1,0,0,0,0,71683
9343056,1516.41128662139,5,1,1,0,0,0,0,123794
8680224,1516.37196868105,19,6,4,0,0,0,0,12767
6261040,1516.36694293427,8,2,0,0,0,0,0,43405
10771232,1516.34265473711,137,15,19,0,0,0,0,12570
9790881,1516.32750602388,6,2,3,0,0,0,0,20880
32106081,1516.28331345041,6,2,0,0,0,0,0,3546
9949431,1516.27808301437,10,0,0,0,0,0,0,50592
13769719,1516.27360651822,10,0,0,0,0,0,0,130571
16039046,1516.19023702589,16,0,1,0,0,0,0,21590
8081599,1516.14022821928,9,0,0,0,0,0,0,9545
10832172,1516.13590916609,10,0,0,0,0,0,0,59895
13776946,1516.13049414399,2,0,0,0,0,0,0,112417
9271903,1516.09549927161,5,1,2,0,0,0,0,8679
14628042,1516.01156870071,21,0,2,0,0,0,0,109564
13107041,1516.00236289403,10,0,0,0,0,0,0,24217
12635749,1516.00042187768,14,0,2,0,0,0,0,2250
6813377,1515.98054648209,76,5,9,0,0,0,0,36332
14091773,1515.97134390602,12,0,0,0,0,0,0,93100
11285985,1515.92623707752,83,4,5,0,0,0,0,56417
10875198,1515.87196423791,40,4,4,0,0,0,0,27895
4284817,1515.81854434302,53,9,5,0,0,0,0,14281
21575578,1515.81223441814,494,58,62,0,0,0,0,511
30276721,1515.80015675695,2,0,0,0,0,0,0,70548
13948399,1515.7919202473,4,0,2,0,0,0,0,119486
18296748,1515.78923297991,605,104,92,0,0,0,0,600
26381841,1515.77991931084,28,0,0,0,0,0,0,64647
14647263,1515.76880346245,202,40,31,0,0,0,0,28461
13303674,1515.75475603227,315,48,54,0,0,0,0,254
27051677,1515.66518048335,19,2,2,0,0,0,0,127344
10446980,1515.6453167274,9,3,1,0,0,0,0,46255
13753641,1515.63323528441,40,1,2,0,0,0,0,18
16102194,1515.56556899048,15,3,2,0,0,0,0,40420
17663097,1515.55946987671,19,5,7,0,0,0,0,5243
18517514,1515.5501629411,64,8,6,0,0,0,0,1371
2008827,1515.50078103835,7,1,0,0,0,0,0,100650
22206304,1515.49960189903,1,0,0,0,0,0,0,894
17339048,1515.48049247201,8,2,2,0,0,0,0,98635
18865221,1515.41284868883,1,0,0,0,0,0,0,80994
13117348,1515.3484522771,6,1,0,0,0,0,0,101211
16035555,1515.34687365559,7,1,5,0,0,0,0,254
12538598,1515.33791656461,1,0,0,0,0,0,0,122
29672302,1515.3332745661,1,0,0,0,0,0,0,4003
10601270,1515.32791470215,4,2,1,0,0,0,0,31517
17279598,1515.3239026844,20,3,2,0,0,0,0,82667
14243234,1515.31841331884,2,0,0,0,0,0,0,133655
15371872,1515.29746487802,415,40,41,0,0,0,0,303
17963650,1515.22443063079,13,0,2,0,0,0,0,132263
12103564,1515.20437150027,10,0,0,0,0,0,0,88431
5079282,1515.17919771113,135,12,20,0,0,0,0,16
12118967,1515.15339653454,5,0,0,0,0,0,0,115211
21903489,1515.1432016979,131,7,10,0,0,0,0,3165
9149213,1515.14105318565,11,0,0,0,0,0,0,57922
18662887,1515.11864359844,12,4,2,0,0,0,0,116477
14719475,1515.11015411162,5,0,0,0,0,0,0,56779
9569443,1515.08330908357,1850,301,280,0,0,0,0,243
15184227,1515.06355246161,9,0,0,0,0,0,0,135479
31948561,1515.00055931418,2,1,0,0,0,0,0,6993
2238455,1514.99611294842,12,2,1,0,0,0,0,53960
11160988,1514.97208748987,10,1,0,0,0,0,0,73242
16317588,1514.95329583333,1,0,0,0,0,0,0,102768
21282552,1514.90452281084,4,0,0,0,0,0,0,9928
12665871,1514.85479688406,3,0,0,0,0,0,0,107414
14711291,1514.85201439979,1,0,0,0,0,0,0,4017
12152770,1514.85187197318,34,0,0,0,0,0,0,119859
2507306,1514.84034691273,4,0,0,0,0,0,0,33150
27608923,1514.7713324753,32,0,2,0,0,0,0,78878
9314367,1514.74171684348,135,6,3,0,0,0,0,974
21458174,1514.73134251065,16,1,0,0,0,0,0,44557
9205386,1514.71670612527,22,0,0,0,0,0,0,117520
9547561,1514.70208387312,801,58,72,0,0,0,0,157
26104769,1514.68560335526,10,4,1,0,0,0,0,19627
11925843,1514.64787977856,50,1,7,0,0,0,0,915
14263970,1514.59487701315,71,1,4,0,0,0,0,252
19454092,1514.57512208963,2,0,0,0,0,0,0,755
15112768,1514.53288044808,7,1,1,0,0,0,0,29504
11531322,1514.51437809907,50,1,0,0,0,0,0,44835
6830066,1514.50660470676,4,1,0,0,0,0,0,16971
19543806,1514.46653701712,7,0,0,0,0,0,0,48008
18070510,1514.4395151515,48,0,0,0,0,0,0,30817
10809251,1514.42345185682,16,0,0,0,0,0,0,88170
19526504,1514.40627560398,32,4,3,0,0,0,0,1678
18658422,1514.40539061764,23,3,2,0,0,0,0,69062
6718395,1514.38773431074,24,0,4,0,0,0,0,110648
11067353,1514.32703328958,2,0,0,0,0,0,0,92789
15985798,1514.25631800371,18,3,3,0,0,0,0,29399
11798717,1514.25259464919,1,0,0,0,0,0,0,90400
8937001,1514.12825935341,1,0,0,0,0,0,0,303
5205233,1514.08726365016,4,0,1,0,0,0,0,130390
12643934,1514.05294404242,4,0,0,0,0,0,0,68645
18327624,1514.04643596434,52,6,6,0,0,0,0,1022
12609743,1514.01136225619,4,0,0,0,0,0,0,71333
13958613,1514.00622001607,26,2,5,0,0,0,0,45230
14973531,1513.97942025123,21,0,2,0,0,0,0,104708
22382422,1513.97519448912,35,0,0,0,0,0,0,104403
7793123,1513.97223724588,4,0,0,0,0,0,0,29667
4493348,1513.9530387848,12,1,0,0,0,0,0,60331
9814770,1513.94331017567,232,20,19,0,0,0,0,1125
33766321,1513.92062049257,4,0,2,0,0,0,0,79488
4056014,1513.88175636996,2,0,0,0,0,0,0,107149
25395042,1513.85884450127,21,1,1,0,0,0,0,84286
9048451,1513.84415615696,10,0,0,0,0,0,0,102418
12385517,1513.78391396086,10,0,0,0,0,0,0,120301
9358042,1513.77186273306,18,2,3,0,0,0,0,87185
6977273,1513.74259040848,7,2,1,0,0,0,0,82439
15030121,1513.72026301474,63,4,5,0,0,0,0,3312
18166236,1513.70322106645,5,0,0,0,0,0,0,30829
14503909,1513.59186679957,12,2,0,0,0,0,0,101200
13596160,1513.57689558495,41,5,3,0,0,0,0,75849
11048259,1513.43633870078,5,0,0,0,0,0,0,120301
23799645,1513.42864205691,2,0,0,0,0,0,0,1477
15838211,1513.3277654233,6,2,1,0,0,0,0,74676
20659954,1513.25426354812,28,9,4,0,0,0,0,17905
16574270,1513.23596853322,95,6,7,0,0,0,0,2586
18780462,1513.22881501743,178,6,6,0,0,0,0,26692
10187308,1513.1844297376,5,2,1,0,0,0,0,37344
9465122,1513.15188816264,19,0,0,0,0,0,0,915
14898760,1513.14533996864,9,1,2,0,0,0,0,112393
13721303,1513.0712561753,24,2,0,0,0,0,0,846
15899810,1513.063750147,15,1,1,0,0,0,0,60484
12588725,1513.05324338083,6,0,0,0,0,0,0,3312
6267851,1513.04733414529,9,0,0,0,0,0,0,328
26985250,1513.02812177515,50,16,12,0,0,0,0,3955
16680771,1513.00844395214,1,0,0,0,0,0,0,272
3580864,1512.98794491422,18,4,4,0,0,0,0,111635
16946696,1512.98046119748,1,0,0,0,0,0,0,117495
20966950,1512.96317076129,25,0,0,0,0,0,0,9545
12539727,1512.93960235094,5,1,0,0,0,0,0,132262
16246056,1512.89941119214,25,3,5,0,0,0,0,71920
31799647,1512.85768745973,2,1,0,0,0,0,0,23470
13030453,1512.79686598431,87,15,14,0,0,0,0,19664
16097417,1512.76539062307,6,0,0,0,0,0,0,72227
7329095,1512.72972729475,274,35,22,0,0,0,0,120
21574034,1512.72001311541,1,0,0,0,0,0,0,125522
16249373,1512.70510533807,151,4,2,0,0,0,0,54279
11612720,1512.65995349961,69,1,3,0,0,0,0,41921
21687039,1512.65863116229,116,19,18,0,0,0,0,2606
21614087,1512.65487312964,9,1,1,0,0,0,0,95924
18962732,1512.64931068131,5,0,1,0,0,0,0,124536
15189392,1512.61942980346,96,8,8,0,0,0,0,1523
2330619,1512.58382099383,2,0,0,0,0,0,0,2484
6709853,1512.57654833337,6,1,0,0,0,0,0,123441
21367371,1512.53721532321,18,1,1,0,0,0,0,27037
519406,1512.49492717809,22,0,2,0,0,0,0,108225
22472541,1512.41693155079,33,7,4,0,0,0,0,13235
10501992,1512.40645698877,32,3,2,0,0,0,0,915
12580279,1512.33814965825,5,0,1,0,0,0,0,1291
4796773,1512.30261594972,160,7,8,0,0,0,0,77
9917989,1512.27956522117,11,0,0,0,0,0,0,16296
12285697,1512.27332390435,10,4,4,0,0,0,0,19842
7118167,1512.26381848631,4,0,1,0,0,0,0,60260
10602984,1512.24802416188,6,0,0,0,0,0,0,327
10841911,1512.21338726615,13,1,0,0,0,0,0,9051
9836316,1512.20995217473,124,5,11,0,0,0,0,65678
13864821,1512.18935850845,5,0,2,0,0,0,0,88606
31802198,1512.14356160089,48,3,1,0,0,0,0,5445
10166905,1512.09337325836,3,1,2,0,0,0,0,53699
25179996,1512.03845854296,2,0,0,0,0,0,0,92700
14267782,1512.01797565949,54,4,5,0,0,0,0,65453
6213714,1512.01003874539,8,0,0,0,0,0,0,88753
10752510,1512.0062078106,44,2,3,0,0,0,0,57
25963821,1511.98201043074,4,1,1,0,0,0,0,327
21200494,1511.95393968593,32,3,1,0,0,0,0,92459
10970649,1511.92629959084,11,0,0,0,0,0,0,119956
480984,1511.91586563413,22,0,1,0,0,0,0,3312
9883508,1511.9120252087,2,0,0,0,0,0,0,929
15206576,1511.90354959623,3,1,1,0,0,0,0,1802
12913767,1511.83310555843,19,1,2,0,0,0,0,61698
12274488,1511.80195134248,33,4,4,0,0,0,0,14796
12299400,1511.78754109086,20,3,0,0,0,0,0,98569
31042682,1511.78138201979,7,3,4,0,0,0,0,30456
19384232,1511.73932519544,7,3,3,0,0,0,0,30164
26902554,1511.72723950863,721,94,119,0,0,0,0,182
6203841,1511.72608019396,8,3,1,0,0,0,0,11710
25814595,1511.71873696984,6,0,0,0,0,0,0,68724
8486823,1511.70942462331,43,3,1,0,0,0,0,57592
23089431,1511.68205635563,5,1,0,0,0,0,0,102622
14706521,1511.66367774522,10,4,4,0,0,0,0,82644
15690772,1511.63029461352,5,1,1,0,0,0,0,93787
8218797,1511.58210708746,10,0,0,0,0,0,0,128453
12570345,1511.54870188213,20,4,1,0,0,0,0,107745
17910044,1511.53055261592,3,0,0,0,0,0,0,120301
12510950,1511.52847198961,3,0,0,0,0,0,0,106664
12681578,1511.52843555961,97,4,5,0,0,0,0,10829
18425265,1511.48129178021,1,0,0,0,0,0,0,127410
2086138,1511.47472696684,1,0,0,0,0,0,0,85082
12973468,1511.47140671942,2,0,0,0,0,0,0,111779
14192258,1511.43128921904,12,0,0,0,0,0,0,755
15806371,1511.40343663814,22,3,2,0,0,0,0,59721
23119682,1511.33952977035,11,0,0,0,0,0,0,53184
34678108,1511.28704476526,3,1,0,0,0,0,0,13987
390003,1511.26933059642,5,0,0,0,0,0,0,1990
18916962,1511.22418170103,7,0,3,0,0,0,0,84898
10938118,1511.21866239219,31,1,1,0,0,0,0,119894
7567783,1511.0952723165,6,2,3,0,0,0,0,61094
18152891,1511.04523481051,1,0,0,0,0,0,0,3312
12637560,1511.03403831007,3,0,1,0,0,0,0,99701
32316073,1510.96173917883,3,0,0,0,0,0,0,66416
11576856,1510.94288090114,19,0,0,0,0,0,0,56998
4156850,1510.93722506375,43,1,4,0,0,0,0,60030
11793115,1510.93159686646,15,0,1,0,0,0,0,98676
15925142,1510.78585248935,21,1,1,0,0,0,0,1988
16555513,1510.77207747867,18,0,0,0,0,0,0,53431
2089171,1510.70428381725,2,0,0,0,0,0,0,873
9977150,1510.68266007965,9,0,2,0,0,0,0,783
11583243,1510.67067727588,26,12,4,0,0,0,0,29211
21092947,1510.65667271284,1,0,0,0,0,0,0,425
17013593,1510.65010704007,14,2,1,0,0,0,0,32349
24305482,1510.61623262459,1,0,0,0,0,0,0,128379
7352365,1510.59628591725,3,0,0,0,0,0,0,43172
10426355,1510.55394154015,7,2,2,0,0,0,0,43934
32188266,1510.46540726954,19,2,3,0,0,0,0,519
11310668,1510.45907383831,6,0,0,0,0,0,0,115756
15530617,1510.44167137353,11,1,0,0,0,0,0,56977
19483839,1510.44108822451,1,0,0,0,0,0,0,119486
14022634,1510.43429962199,5,2,3,0,0,0,0,134881
8891499,1510.42099295421,4,0,0,0,0,0,0,80776
7600494,1510.31453484852,9,3,4,0,0,0,0,112976
12894229,1510.27492872173,1,0,1,0,0,0,0,10541
7461231,1510.26184806655,14,0,0,0,0,0,0,119606
32689677,1510.25660490261,5,0,2,0,0,0,0,9611
9342047,1510.16543335697,15,0,0,0,0,0,0,117379
14231431,1510.05796105592,26,0,1,0,0,0,0,70438
13323610,1509.86405387401,12,0,1,0,0,0,0,17749
10677819,1509.82134051565,17,3,1,0,0,0,0,23390
10916561,1509.77357623811,10,0,0,0,0,0,0,112864
17682485,1509.75272358728,1,0,1,0,0,0,0,114585
13185329,1509.73484035588,2,0,0,0,0,0,0,755
15729386,1509.70144886772,3,0,0,0,0,0,0,134790
16976321,1509.70082393267,26,3,2,0,0,0,0,107226
15253616,1509.59851351163,6,2,3,0,0,0,0,78668
11975464,1509.5736449812,21,1,1,0,0,0,0,477
4977853,1509.52377800694,1,0,0,0,0,0,0,73738
19013217,1509.44297347173,5,0,0,0,0,0,0,53758
8242458,1509.4364031639,300,16,21,0,0,0,0,659
3262569,1509.41014310995,14,2,12,0,0,0,0,118049
29460766,1509.26638846924,138,3,8,0,0,0,0,530
12697439,1509.20768426409,18,0,2,0,0,0,0,39127
20829575,1509.19526830434,1,0,1,0,0,0,0,135460
7925478,1509.18145012814,210,18,17,0,0,0,0,9012
4793715,1509.16287275613,55,8,7,0,0,0,0,29462
9743947,1509.14869596909,23,0,0,0,0,0,0,516
12342038,1509.1395189774,4,0,0,0,0,0,0,53676
3937562,1509.09333440326,15,1,2,0,0,0,0,51221
23134926,1509.08627942114,2,1,1,0,0,0,0,63950
10731676,1509.06797155059,11,0,0,0,0,0,0,73448
26234884,1509.05072833807,5,0,3,0,0,0,0,93088
17749313,1508.95977355095,9,0,0,0,0,0,0,79353
28278413,1508.95791865357,209,19,19,0,0,0,0,172
13000629,1508.94822798238,4,0,1,0,0,0,0,95887
23219229,1508.92175970779,28,0,3,0,0,0,0,30817
11504423,1508.8913976359,2,0,0,0,0,0,0,73771
15552998,1508.862948559,17,1,0,0,0,0,0,44655
9845748,1508.82453457047,101,7,8,0,0,0,0,2410
7959222,1508.79988457025,26,1,0,0,0,0,0,108239
8522809,1508.77703386717,44,16,7,0,0,0,0,930
17630593,1508.74955088155,4,1,0,0,0,0,0,77111
13884111,1508.7408839962,5,0,1,0,0,0,0,1553
9942252,1508.72838339306,1,0,1,0,0,0,0,105513
24777212,1508.70451098453,7,3,3,0,0,0,0,136619
13459655,1508.67726782857,4,0,0,0,0,0,0,128386
7585624,1508.67155359204,1,0,0,0,0,0,0,101286
5496627,1508.66232862545,13,2,0,0,0,0,0,129617
9843286,1508.65728816354,5,0,2,0,0,0,0,133466
2237934,1508.58534864762,12,0,0,0,0,0,0,93827
8136525,1508.57073915105,3,0,0,0,0,0,0,625
16821592,1508.561517963,7,0,0,0,0,0,0,16006
5946601,1508.55515382254,24,1,3,0,0,0,0,28081
